study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,percent_organic_carbon
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D1_2,single set of methods,10,20,UPR_SM_T3_D1_10_20,1.0492400000000004,1.43
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D1_2,single set of methods,20,50,UPR_SM_T3_D1_20_50,0.8857999999999998,0.08
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0.5_2,single set of methods,0,5,UPR_SM_T3_D0.5_0_5,1.515210526315789,1.62
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0.5_2,single set of methods,5,10,UPR_SM_T3_D0.5_5_10,0.8590000000000003,3.24
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0.5_2,single set of methods,10,20,UPR_SM_T3_D0.5_10_20,1.0063800000000003,1.26
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0.5_2,single set of methods,20,50,UPR_SM_T3_D0.5_20_50,1.02252,1.07
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0_2,single set of methods,0,5,UPR_SM_T3_D0_0_5,2.2102727272727263,2.91
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0_2,single set of methods,5,10,UPR_SM_T3_D0_5_10,0.9289999999999999,1.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0_2,single set of methods,10,20,UPR_SM_T3_D0_10_20,1.17664,1.01
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D0_2,single set of methods,20,50,UPR_SM_T3_D0_20_50,1.3318800000000002,0.65
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D5_2,single set of methods,0,5,UPR_INT_T1_D5_0_5,0.9509999999999998,0.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D5_2,single set of methods,5,10,UPR_INT_T1_D5_5_10,1.1405499999999997,0.48
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D5_2,single set of methods,10,20,UPR_INT_T1_D5_10_20,1.0986600000000002,0.41
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D5_2,single set of methods,20,50,UPR_INT_T1_D5_20_50,1.1037000000000003,0.58
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D3_2,single set of methods,0,5,UPR_INT_T1_D3_0_5,2.5233000000000003,0.7
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D3_2,single set of methods,5,10,UPR_INT_T1_D3_5_10,0.6816000000000002,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D3_2,single set of methods,10,20,UPR_INT_T1_D3_10_20,1.0749000000000002,0.54
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D3_2,single set of methods,20,50,UPR_INT_T1_D3_20_50,0.9616999999999999,0.47
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_2,single set of methods,0,5,UPR_INT_T1_D1_0_5,0.7732999999999997,1.15
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_2,single set of methods,5,10,UPR_INT_T1_D1_5_10,0.9802,0.59
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_2,single set of methods,10,20,UPR_INT_T1_D1_10_20,1.00534,0.59
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_2,single set of methods,20,50,UPR_INT_T1_D1__20_50,0.9271599999999998,0.42
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_2,single set of methods,0,5,UPR_INT_T1_D0.5_0_5,0.4466500000000003,1.25
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_2,single set of methods,5,10,UPR_INT_T1_D0.5_5_10,0.45420000000000016,0.99
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_2,single set of methods,10,20,UPR_INT_T1_D0.5_10_20,1.0300599999999998,0.62
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_2,single set of methods,20,50,UPR_INT_T1_D0.5_20_50,0.8691800000000004,0.54
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_2,single set of methods,0,5,UPR_INT_T2_D5_0_5,0.9081499999999998,1.01
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_2,single set of methods,5,10,UPR_INT_T2_D5_5_10,0.8096999999999994,0.88
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_2,single set of methods,10,20,UPR_INT_T2_D5_10_20,1.0075,0.74
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_2,single set of methods,20,50,UPR_INT_T2_D5_20_50,0.9280600000000001,0.52
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_2,single set of methods,0,5,UPR_INT_T2_D3_0_5,0.8776999999999994,1.25
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_2,single set of methods,5,10,UPR_INT_T2_D3_5_10,0.9057000000000002,0.73
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_2,single set of methods,10,20,UPR_INT_T2_D3_10_20,0.9694400000000002,0.69
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_2,single set of methods,20,50,UPR_INT_T2_D3_20_50,0.87862,0.61
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_2,single set of methods,0,5,UPR_INT_T2_D1_0_5,0.8032499999999999,0.95
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_2,single set of methods,5,10,UPR_INT_T2_D1_5_10,1.1603500000000004,0.5
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_2,single set of methods,10,20,UPR_INT_T2_D1_10_20,1.0016199999999997,0.56
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_2,single set of methods,20,50,UPR_INT_T2_D1_20_50,1.1223599999999998,0.51
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_2,single set of methods,0,5,UPR_INT_T_D0.5_0_5,1.3608499999999992,1.05
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_2,single set of methods,5,10,UPR_INT_T2_D0.5_5_10,1.0415500000000002,1.01
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_2,single set of methods,10,20,UPR_INT_T2_D0.5_10_20,0.9634200000000002,0.58
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_2,single set of methods,20,50,UPR_INT_T2_D0.5_20_50,1.2827399999999998,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_2,single set of methods,0,5,UPR_INT_T3_D5_0_5,0.3091000000000001,0.85
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_2,single set of methods,5,10,UPR_INT_T3_D5_5_10,1.4055999999999997,0.56
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_2,single set of methods,10,20,UPR_INT_T3_D5_10_20,0.8962800000000002,0.62
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_2,single set of methods,20,50,UPR_INT_T3_D5_20_50,1.0789,0.54
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_2,single set of methods,0,5,UPR_INT_T3_D3_0_5,1.4929000000000001,0.83
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_2,single set of methods,5,10,UPR_INT_T3_D3_5_10,0.9684499999999993,0.63
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_2,single set of methods,10,20,UPR_INT_T3_D3_10_20,0.9196800000000002,0.61
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_2,single set of methods,20,50,UPR_INT_T3_D3_20_50,0.9049799999999999,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_2,single set of methods,0,5,UPR_INT_T3_D1_0_5,1.0881499999999995,1.27
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_2,single set of methods,5,10,UPR_INT_T3_D1_5_10,0.5906500000000001,1.14
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_2,single set of methods,10,20,UPR_INT_T3_D1_10_20,1.09444,0.75
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_2,single set of methods,20,50,UPR_INT_T3_D1_20_50,0.9854600000000002,0.59
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_2,single set of methods,0,5,UPR_INT_T3_D0.5_0_5,1.02185,0.78
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_2,single set of methods,5,10,UPR_INT_T3_D0.5_5_10,0.7011500000000005,0.52
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_2,single set of methods,10,20,UPR_INT_T3_D0.5_10_20,1.1826400000000001,0.55
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_2,single set of methods,20,50,UPR_INT_T3_D0.5_20_50,1.2022400000000002,0.65
