"study_id","site_id","plot_id","core_id","representative_depth_min","representative_depth_max","sediment_dry_weight","dry_bulk_density","fraction_carbon","fraction_h2o","depth_interval_notes","soil_color","soil_carbon_density","interval_carbon_stock"
"Romero_et_al_2025","SL14","5","SL14-5","30","50","58.69",0.528643487659881,0.057,0.405429676706272,"10% raíces","Gray",0.03013,0.60265
"Romero_et_al_2025","SL14","5","SL14-5","50","100","79.91",0.716167772002151,0.0418,0.495412275263484,"10% raíces","Dark gray",0.02994,0.59872
"Romero_et_al_2025","SL2","1","SL2-1","0","15","45.11",0.427380388441497,0.0676,0.351433468370209,"20% raíces","Very dark gray",0.02889,0.43336
"Romero_et_al_2025","SL2","1","SL2-1","15","30","41.66",0.377799945588102,0.064,0.319748253895157,"Raíces","Dark gray",0.02418,0.36269
"Romero_et_al_2025","SL2","1","SL2-1","30","50","37.7",0.339578454332553,0.0693,0.303811749536627,"Raíces","Dark gray",0.02353,0.47066
"Romero_et_al_2025","SL2","1","SL2-1","50","100","30.49",0.273256856067396,0.0708,0.263344273622387,"Raíces","Dark gray",0.01935,0.71582
"Romero_et_al_2025","SL2","2","SL2-2","0","15","41.95",0.397441970630033,0.0849,0.00330966469428008,"30% raíces","Very dark gray",0.03374,0.50614
"Romero_et_al_2025","SL2","2","SL2-2","15","30","33.62",0.304888002176476,0.0827,0.27302257592983603,"Raíces","Dark gray",0.02521,0.37821
"Romero_et_al_2025","SL2","2","SL2-2","30","50","35.02",0.315438659700955,0.0857,0.283172960297566,"Raíces","Dark gray",0.02703,0.54066
"Romero_et_al_2025","SL2","2","SL2-2","50","100","32.14",0.288044452410826,0.10189999999999999,0.270561495075343,"Raíces","Black",0.02935,0.93926
"Romero_et_al_2025","SL2","3","SL2-3","0","15","35.95",0.340596873519659,0.085,0.297845898922949,"Raíces","Very dark gray",0.02895,0.43426
"Romero_et_al_2025","SL2","3","SL2-3","15","30","42.98",0.389770563163145,0.0974,0.33749509226541,"Raíces","Gray",0.03796,0.56945
"Romero_et_al_2025","SL2","3","SL2-3","30","50","36.75",0.331021437578815,0.14400000000000002,0.281242825438127,"Raíces","Gray",0.04767,0.95334
"Romero_et_al_2025","SL2","3","SL2-3","50","100","31.16",0.279261516400789,0.13369999999999999,0.25882548384417303,"Poca raíz","Gray",0.03734,1.15746
"Romero_et_al_2025","SL2","4","SL2-4","0","15","73.31",0.694552344860256,0.0281,0.48588282078473,"Raíces","Gray",0.01952,0.29275
"Romero_et_al_2025","SL2","4","SL2-4","15","30","67.81",0.614945134669448,0.0338,0.464674844103337,"Raíces y una raíz grande","Dark gray",0.02079,0.31178
"Romero_et_al_2025","SL3","1","SL3-1A","0","15","23.23",0.220085267645666,0.08810000000000001,0.233443874987438,"Raíces","Gray",0.01939,0.29084
"Romero_et_al_2025","SL3","1","SL3-1A","15","30","31.56",0.286206583839666,0.0975,0.278429642699603,"Raíces y dos raíz grande","Very dark gray",0.02791,0.41858
"Romero_et_al_2025","SL3","1","SL3-1A","30","50","27.34",0.246261934786525,0.076,0.260554655484609,"Poca raíz","Very dark gray",0.01872,0.37432
"Romero_et_al_2025","SL3","1","SL3-1B","0","15","35.94",0.340502131691142,0.0758,0.296192516894676,"Pocas raíces","Gray",0.02581,0.38715
"Romero_et_al_2025","SL3","1","SL3-1B","15","30","32.7",0.296544844472658,0.0809,0.264541703745652,"Raíces y una raíz grande","Gray",0.02399,0.35986
"Romero_et_al_2025","SL3","1","SL3-1B","30","50","38.15",0.343631778058008,0.0788,0.306943438731998,"Raíces y tres raíz grandes","Dark gray",0.02708,0.54156
"Romero_et_al_2025","SL3","1","SL3-1C","0","15","32.07",0.30383704405495,0.0909,0.276584734799483,"Pocas raíces","Dark gray",0.02762,0.41428
"Romero_et_al_2025","SL3","1","SL3-1C","15","30","29.36",0.266255554547928,0.0882,0.242765007441707,"Pocas raíces","Dark gray",0.02348,0.35226
"Romero_et_al_2025","SL3","1","SL3-1C","30","50","39.74",0.357953521887948,0.0665,0.31149082928358696,"Pocas raíces","Dark gray",0.0238,0.47608
"Romero_et_al_2025","SL3","1","SL3-1C","50","100","40.18",0.360100376411543,0.07919999999999999,0.316826998896073,"Pocas raíces","Very dark gray",0.02852,0.54188
"Romero_et_al_2025","SL3","2","SL3-2","0","15","45.27",0.428896257697774,0.0537,0.34957528957529,"1% raíces","Grayish brown",0.02303,0.34548
"Romero_et_al_2025","SL3","2","SL3-2","15","30","57.47",0.521175296998277,0.049699999999999994,0.385290962724591,"10% raíces","Dark gray",0.0259,0.38854
"Romero_et_al_2025","SL3","2","SL3-2","30","50","47.49",0.427760763826338,0.052000000000000005,0.354402985074627,"20% raíces","Gray",0.02224,0.44487
"Romero_et_al_2025","SL3","2","SL3-2","50","100","52.62",0.471589890661409,0.0555,0.366281497981345,"15% raíces","Gray",0.02617,0.60198
"Romero_et_al_2025","SL3","3","SL3-3A","0","15","41.71",0.395168166745618,0.0895,0.331110581884576,"Raíces y una raíz grande","Dark gray",0.03537,0.53051
"Romero_et_al_2025","SL3","3","SL3-3A","15","30","36.25",0.328738550829781,0.065,0.286810665400744,"Raíces y una raíz grande","Gray",0.02137,0.32052
"Romero_et_al_2025","SL3","3","SL3-3A","30","50","36.88",0.332192397766168,0.08039999999999999,0.326718639262934,"Raíces y tres raíz grandes","Dark gray",0.02671,0.53417
"Romero_et_al_2025","SL3","3","SL3-3B","0","15","47.48",0.449834201800095,0.0659,0.354698939190199,"Pocas raíces","Gray",0.02964,0.44466
"Romero_et_al_2025","SL3","3","SL3-3B","15","30","46.81",0.424503491430126,0.0572,0.33533920767963304,"Pocas raíces","Dark gray",0.02428,0.36422
"Romero_et_al_2025","SL3","3","SL3-3B","30","50","24.79",0.223293100342281,0.0866,0.21539664610304998,"Raíces y una raiz grande","Gray",0.01934,0.38674
"Romero_et_al_2025","SL3","3","SL3-3B","50","100","46.96",0.42086395411364,0.0706,0.349222874990704,"Raíces","Very dark gray",0.02971,0.50512
"Romero_et_al_2025","SL3","3","SL3-3C","0","15","37.58",0.356039791567977,0.0718,0.304390085857768,"Raíces","Gray",0.02556,0.38345
"Romero_et_al_2025","SL3","3","SL3-3C","15","30","45.41",0.411807381880838,0.056799999999999996,0.335823103091259,"Raíces","Dark gray",0.02339,0.35086
"Romero_et_al_2025","SL3","3","SL3-3C","30","50","41.96",0.377949918933526,0.0588,0.308961048523673,"Pocas raíces","Gray",0.02222,0.44447
"Romero_et_al_2025","SL3","3","SL3-3C","50","100","44.63",0.399982075640796,0.0583,0.343916159358866,"Raíces y una raíz grande","Gray",0.02332,0.46638
"Romero_et_al_2025","SL3","4","SL3-4","0","15","42.36",0.401326385599242,0.0625,0.340240963855422,"Poca raíces","Grayish brown",0.02508,0.37624
"Romero_et_al_2025","SL3","4","SL3-4","15","30","48.08",0.436020676521266,0.056900000000000006,0.347977129622928,"50% raíces","Grayish brown",0.02481,0.37214
"Romero_et_al_2025","SL3","4","SL3-4","30","50","44.67",0.40235993514682,0.0641,0.32918201915991196,"Raíces","Gray",0.02579,0.51583
"Romero_et_al_2025","SL3","4","SL3-4","50","100","45.74",0.409930094999104,0.0642,0.36103875601862806,"20% raíces","Dark gray",0.02632,0.6053
"Romero_et_al_2025","SL3","5","SL3-5","0","15","34.05",0.322595926101374,0.0866,0.276424744276668,"30% raíces","Dark gray",0.02794,0.41905
"Romero_et_al_2025","SL3","5","SL3-5","15","30","40.17",0.364287657567788,0.0821,0.314171750351947,"Raíces y dos raíz grandes","Dark gray",0.02991,0.44862
"Romero_et_al_2025","SL3","5","SL3-5","30","50","48.97",0.441091695190056,0.0725,0.35635278707611695,"Raíces","Very dark gray",0.03198,0.44771
"Romero_et_al_2025","SL3","6","SL3-6A","0","15","39.64",0.375556608242539,0.0639,0.301651320295259,"Raíces y una raíz grande","Dark gray",0.024,0.35997
"Romero_et_al_2025","SL3","6","SL3-6A","15","30","28.99",0.262900154167044,0.0683,0.24661846022968897,"Poca raíces","Dark gray",0.01796,0.26934
"Romero_et_al_2025","SL3","6","SL3-6A","30","50","29.47",0.265447667087011,0.062400000000000004,0.267860389020178,"Poca raíces","Gray",0.01656,0.33128
"Romero_et_al_2025","SL3","6","SL3-6A","50","100","56.49",0.506273525721455,0.0691,0.38352909226695603,"Poca raíces","Very dark gray",0.03498,0.87459
"Romero_et_al_2025","SL3","6","SL3-6B","0","15","40.39",0.382662245381336,0.0655,0.33627508117558896,"Pocas raíces","Grayish brown",0.02506,0.37597
"Romero_et_al_2025","SL3","6","SL3-6B","15","30","38.62",0.350231250566791,0.09050000000000001,0.305804101670758,"Pocas raíces","Dark gray",0.0317,0.47544
"Romero_et_al_2025","SL3","6","SL3-6B","30","50","40.7",0.366600612502252,0.0699,0.316953508293747,"Pocas raíces","Dark gray",0.02563,0.51251
"Romero_et_al_2025","SL3","6","SL3-6B","50","100","41.64",0.373185158630579,0.0694,0.325872593520113,"Pocas raíces","Very dark gray",0.0259,0.95826
"Romero_et_al_2025","SL3","6","SL3-6C","0","15","37.74",0.357555660824254,0.08779999999999999,0.298575949367089,"Raíces","Dark gray",0.03139,0.4709
"Romero_et_al_2025","SL3","6","SL3-6C","15","30","34.63",0.31404733835132,0.0699,0.287505188875052,"Raíces y una raíz grande","Very dark gray",0.02195,0.32928
"Romero_et_al_2025","SL3","6","SL3-6C","30","50","35.22",0.317240136912268,0.0695,0.299387963277797,"Raíces y 4  raíz grandes","Very dark gray",0.02205,0.44096
"Romero_et_al_2025","SL3","6","SL3-6C","50","100","46.33",0.415217780964331,0.0616,0.34402613796688203,"Raíces","Very dark gray",0.02558,1.27887
"Romero_et_al_2025","SL4","1","SL4-1","0","15","43.61",0.413169114163903,0.042800000000000005,0.367551622418879,"10% raíz","Gray",0.01768,0.26525
"Romero_et_al_2025","SL4","1","SL4-1","15","30","48.74",0.442005985308788,0.0443,0.35965171192443895,"Poca raíz","Dark gray",0.01958,0.29371
"Romero_et_al_2025","SL4","1","SL4-1","30","50","32.4",0.291839308232751,0.0542,0.277254834845114,"10% raíz","Gray",0.01582,0.31635
"Romero_et_al_2025","SL4","1","SL4-1","50","100","44.94",0.40276035131744,0.049400000000000006,0.347268371841434,"5% raíz","Gray, dark gray",0.0199,0.5372
"Romero_et_al_2025","SL4","2","SL4-2","0","15","45.83",0.434201800094742,0.0592,0.35928190655377895,"Poca raíz","Gray, dark gray",0.0257,0.38557
"Romero_et_al_2025","SL4","2","SL4-2","15","30","36.44",0.330461594268613,0.053,0.376135425268373,"10% raíz","Dark gray, gray",0.01751,0.26272
"Romero_et_al_2025","SL4","2","SL4-2","30","50","47.38",0.426769951360115,0.0538,0.35347657415696804,"5% raíz","Dark gray, gray",0.02296,0.3444
"Romero_et_al_2025","SL4","3","SL4-3","0","15","29.82",0.28252013263856,0.0968,0.248024619479331,"Raíces","Gray",0.02735,0.41022
"Romero_et_al_2025","SL4","3","SL4-3","15","30","35.39",0.320939512106647,0.0766,0.265571064085247,"Raíces","Gray",0.02458,0.36876
"Romero_et_al_2025","SL4","3","SL4-3","30","50","28.82",0.259592866150243,0.0866,0.242796967144061,"Raíces y una raíz grande","Gray",0.02248,0.44961
"Romero_et_al_2025","SL4","3","SL4-3","50","100","33.16",0.297185875604947,0.0821,0.267117770259385,"Raíces","Dark gray",0.0244,1.04916
"Romero_et_al_2025","SL4","4","SL4-4","0","15","35.18",0.333301752723828,0.1065,0.277510451999684,"Raíces","Dark gray",0.0355,0.53245
"Romero_et_al_2025","SL4","4","SL4-4","15","30","25.38",0.230162328829237,0.1038,0.227684578810442,"Raíces","Gray",0.02389,0.35836
"Romero_et_al_2025","SL4","4","SL4-4","30","50","25.42",0.228967753557918,0.086,0.250739790885776,"Raíces","Gray",0.01969,0.39382
"Romero_et_al_2025","SL4","4","SL4-4","50","100","37.37",0.334916651729701,0.0713,0.27817478040792,"20% raíces","Gray",0.02388,0.31043
"Romero_et_al_2025","SL4","5","SL4-5","0","15","24.94",0.236286120322122,0.1007,0.244126859827721,"Raíces","Gray",0.02379,0.35691
"Romero_et_al_2025","SL4","5","SL4-5","15","30","24.49",0.222091230615761,0.0993,0.23114676734308598,"Raíces","Dark gray",0.02205,0.3308
"Romero_et_al_2025","SL4","5","SL4-5","30","50","28.71",0.258602053684021,0.08839999999999999,0.248937830573138,"Raíces","Dark gray, very dark gray",0.02286,0.45721
"Romero_et_al_2025","SL4","5","SL4-5","50","100","36.18",0.324251658003226,0.0993,0.285917496443812,"Raíces","Very dark gray",0.0322,0.67616
"Romero_et_al_2025","SL4","6","SL4-6","0","15","35.83",0.339459971577451,0.0922,0.286502478810171,"Raíces","Gray",0.0313,0.46947
"Romero_et_al_2025","SL4","6","SL4-6","15","30","40.98",0.371633263807019,0.0962,0.29704262104958,"Raíces","Dark gray",0.03575,0.53627
"Romero_et_al_2025","SL4","6","SL4-6","30","50","30.16",0.271662763466042,0.0832,0.244151218327532,"Raíces","Dark gray",0.0226,0.45205
"Romero_et_al_2025","SL4","6","SL4-6","50","100","30.71",0.275228535579853,0.0673,0.269788280769569,"20% raíz","Dark gray",0.01852,0.92614
"Romero_et_al_2025","SL5","1","SL5-1","0","15","40.14",0.380293699668404,0.0904,0.308697992770899,"Raíces","Gray, dark gray",0.03438,0.51568
"Romero_et_al_2025","SL5","1","SL5-1","15","30","32.78",0.297270336446903,0.1419,0.25344054430184,"Raíces","Very dark gray",0.04218,0.63274
"Romero_et_al_2025","SL5","1","SL5-1","30","50","31.62",0.284813547108629,0.1655,0.244547563805104,"Raíces","Very dark gray",0.04714,0.94273
"Romero_et_al_2025","SL5","1","SL5-1","50","100","32.2",0.288582183186951,0.1394,0.253523344618534,"Raíces y una raíz grande","Very dark gray",0.04023,1.68959
"Romero_et_al_2025","SL5","2","SL5-2","0","15","32.22",0.30525817148271,0.1058,0.275125949961575,"Raíces","Gray",0.0323,0.48444
"Romero_et_al_2025","SL5","2","SL5-2","15","30","29.82",0.270427133399837,0.183,0.245999010064346,"Raíces y tres raíz grandes","Very dark gray",0.04949,0.74232
"Romero_et_al_2025","SL5","2","SL5-2","30","50","34.22",0.308232750855702,0.1606,0.261620795107034,"Raíces y una raíz grande","Very dark gray",0.0495,0.99004
"Romero_et_al_2025","SL5","2","SL5-2","50","100","29.48",0.264205054669296,0.1437,0.242593811718236,"Raíces","Very dark gray",0.03797,1.63255
"Romero_et_al_2025","SL5","3","SL5-3","0","15","22.61",0.214211274277594,0.17129999999999998,0.23908216136195398,"Raíces y una raíz grande","Dark gray",0.03669,0.55042
"Romero_et_al_2025","SL5","3","SL5-3","15","30","31.33",0.284120794413712,0.175,0.258221379708234,"Raíces","Very dark gray",0.04972,0.74582
"Romero_et_al_2025","SL5","3","SL5-3","30","50","29.94",0.269681138533598,0.1791,0.24168550209880502,"Raíces y una raíz grande","Very dark gray",0.0483,0.966
"Romero_et_al_2025","SL5","3","SL5-3","50","100","33.26",0.298082093565155,0.147,0.256853811105105,"Raíces y dos raíz grandes","Very dark gray",0.04382,2.14709
"Romero_et_al_2025","SL5","4","SL5-4","0","15","28.27",0.26783514921838,0.1497,0.257163649595197,"Raíces y una raíz grande","Dark gray",0.04009,0.60142
"Romero_et_al_2025","SL5","4","SL5-4","15","30","28.78",0.260995737734651,0.19899999999999998,0.23142489546478,"Raíces","Very dark gray",0.05194,0.77907
"Romero_et_al_2025","SL5","4","SL5-4","30","50","29.48",0.265537740947577,0.1776,0.243113969981857,"Raíces y una raíz grande","Very dark gray",0.04716,0.94319
"Romero_et_al_2025","SL5","4","SL5-4","50","100","32.39",0.290284997311346,0.1391,0.255562569038977,"Raíces y una raíz grande","Black",0.04038,1.77666
"Romero_et_al_2025","SL5","5","SL5-5","0","15","30.17",0.285836096636665,0.20600000000000002,0.250706332059166,"Raíces","Grayish brown",0.05888,0.88323
"Romero_et_al_2025","SL5","5","SL5-5","15","30","27.8",0.25210846105015,0.1953,0.23047587464765398,"Raíces y una raíz grande","Very dark gray",0.04924,0.73855
"Romero_et_al_2025","SL5","5","SL5-5","30","50","24.07",0.216807782381553,0.18059999999999998,0.202763035970011,"Raíces","Very dark gray",0.03916,0.78311
"Romero_et_al_2025","SL5","5","SL5-5","50","100","22.5",0.201649041046783,0.1539,0.208584407156763,"Raíces","Very dark gray",0.03103,1.55169
"Romero_et_al_2025","SL5","6","SL5-6","0","15","30.36",0.287636191378494,0.19469999999999998,0.25374007521939,"Raíces y una raíz grande","Dark gray",0.056,0.84004
"Romero_et_al_2025","SL5","6","SL5-6","15","30","29.98",0.271878117348327,0.19329999999999997,0.245818301082322,"Raíces y una raíz grande","Very dark gray",0.05255,0.78831
