"study_id","site_id","core_id","method_id","depth_min","depth_max","sample_id","dry_bulk_density","fraction_carbon"
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0_2","single set of methods",5,10,"UPR_SM_T2_D0_5_10",0.7628499999999996,0.0318
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0_2","single set of methods",10,20,"UPR_SM_T2_D0_10_20",1.1565200000000002,0.0079
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0_2","single set of methods",20,50,"UPR_SM_T2_D0_20_50",1.0053799999999995,0.0058
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D5_2","single set of methods",0,5,"UPR_SM_T3_D5_0_5",0.60565,0.049400000000000006
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D5_2","single set of methods",5,10,"UPR_SM_T3_D5_5_10",0.9069000000000004,0.0335
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D5_2","single set of methods",10,20,"UPR_SM_T3_D5_10_20",1.06518,0.0175
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D5_2","single set of methods",20,50,"UPR_SM_T3_D5_20_50",1.23026,0.0096
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D3_2","single set of methods",0,5,"UPR_SM_T3_D3_0_5",0.5651499999999998,0.059699999999999996
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D3_2","single set of methods",5,10,"UPR_SM_T3_D3_5_10",1.3322000000000005,0.023399999999999997
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D3_2","single set of methods",10,20,"UPR_SM_T3_D3_10_20",1.7626200000000003,0.0104
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D3_2","single set of methods",20,50,"UPR_SM_T3_D3_20_50",1.25232,0.0076
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D1_2","single set of methods",0,5,"UPR_SM_T3_D1_0_5",0.78825,0.018000000000000002
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D1_2","single set of methods",5,10,"UPR_SM_T3_D1_5_10",0.44405,0.0385
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D1_2","single set of methods",10,20,"UPR_SM_T3_D1_10_20",1.0492400000000004,0.0143
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D1_2","single set of methods",20,50,"UPR_SM_T3_D1_20_50",0.8857999999999998,8e-4
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0.5_2","single set of methods",0,5,"UPR_SM_T3_D0.5_0_5",1.515210526315789,0.016200000000000003
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0.5_2","single set of methods",5,10,"UPR_SM_T3_D0.5_5_10",0.8590000000000003,0.032400000000000005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0.5_2","single set of methods",10,20,"UPR_SM_T3_D0.5_10_20",1.0063800000000005,0.0126
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0.5_2","single set of methods",20,50,"UPR_SM_T3_D0.5_20_50",1.02252,0.010700000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0_2","single set of methods",0,5,"UPR_SM_T3_D0_0_5",2.2102727272727263,0.0291
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0_2","single set of methods",5,10,"UPR_SM_T3_D0_5_10",0.929,0.0184
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0_2","single set of methods",10,20,"UPR_SM_T3_D0_10_20",1.17664,0.0101
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T3_D0_2","single set of methods",20,50,"UPR_SM_T3_D0_20_50",1.3318800000000002,0.006500000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D5_2","single set of methods",0,5,"UPR_INT_T1_D5_0_5",0.9509999999999998,0.0084
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D5_2","single set of methods",5,10,"UPR_INT_T1_D5_5_10",1.1405499999999995,0.0048
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D5_2","single set of methods",10,20,"UPR_INT_T1_D5_10_20",1.0986600000000002,0.0040999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D5_2","single set of methods",20,50,"UPR_INT_T1_D5_20_50",1.1037000000000003,0.0058
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_2","single set of methods",0,5,"UPR_INT_T1_D3_0_5",2.5233000000000003,0.006999999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_2","single set of methods",5,10,"UPR_INT_T1_D3_5_10",0.6816000000000002,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_2","single set of methods",10,20,"UPR_INT_T1_D3_10_20",1.0749000000000002,0.0054
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_2","single set of methods",20,50,"UPR_INT_T1_D3_20_50",0.9617,0.004699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_2","single set of methods",0,5,"UPR_INT_T1_D1_0_5",0.7732999999999997,0.0115
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_2","single set of methods",5,10,"UPR_INT_T1_D1_5_10",0.9802,0.0059
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_2","single set of methods",10,20,"UPR_INT_T1_D1_10_20",1.00534,0.0059
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_2","single set of methods",20,50,"UPR_INT_T1_D1__20_50",0.9271599999999998,0.0042
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_2","single set of methods",0,5,"UPR_INT_T1_D0.5_0_5",0.4466500000000003,0.0125
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_2","single set of methods",5,10,"UPR_INT_T1_D0.5_5_10",0.45420000000000016,0.009899999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_2","single set of methods",10,20,"UPR_INT_T1_D0.5_10_20",1.0300599999999998,0.0062
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_2","single set of methods",20,50,"UPR_INT_T1_D0.5_20_50",0.8691800000000004,0.0054
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_2","single set of methods",0,5,"UPR_INT_T2_D5_0_5",0.9081499999999998,0.0101
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_2","single set of methods",5,10,"UPR_INT_T2_D5_5_10",0.8096999999999994,0.0088
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_2","single set of methods",10,20,"UPR_INT_T2_D5_10_20",1.0075,0.0074
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_2","single set of methods",20,50,"UPR_INT_T2_D5_20_50",0.92806,0.0052
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_2","single set of methods",0,5,"UPR_INT_T2_D3_0_5",0.8776999999999994,0.0125
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_2","single set of methods",5,10,"UPR_INT_T2_D3_5_10",0.9057000000000002,0.0073
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_2","single set of methods",10,20,"UPR_INT_T2_D3_10_20",0.9694400000000002,0.0069
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_2","single set of methods",20,50,"UPR_INT_T2_D3_20_50",0.87862,0.0060999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_2","single set of methods",0,5,"UPR_INT_T2_D1_0_5",0.8032499999999999,0.0095
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_2","single set of methods",5,10,"UPR_INT_T2_D1_5_10",1.1603500000000004,0.005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_2","single set of methods",10,20,"UPR_INT_T2_D1_10_20",1.0016199999999995,0.005600000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_2","single set of methods",20,50,"UPR_INT_T2_D1_20_50",1.1223599999999998,0.0051
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_2","single set of methods",0,5,"UPR_INT_T_D0.5_0_5",1.3608499999999992,0.0105
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_2","single set of methods",5,10,"UPR_INT_T2_D0.5_5_10",1.0415500000000002,0.0101
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_2","single set of methods",10,20,"UPR_INT_T2_D0.5_10_20",0.9634200000000002,0.0058
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_2","single set of methods",20,50,"UPR_INT_T2_D0.5_20_50",1.2827399999999998,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_2","single set of methods",0,5,"UPR_INT_T3_D5_0_5",0.3091000000000001,0.0085
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_2","single set of methods",5,10,"UPR_INT_T3_D5_5_10",1.4055999999999995,0.005600000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_2","single set of methods",10,20,"UPR_INT_T3_D5_10_20",0.8962800000000002,0.0062
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_2","single set of methods",20,50,"UPR_INT_T3_D5_20_50",1.0789,0.0054
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_2","single set of methods",0,5,"UPR_INT_T3_D3_0_5",1.4929,0.0083
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_2","single set of methods",5,10,"UPR_INT_T3_D3_5_10",0.9684499999999991,0.0063
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_2","single set of methods",10,20,"UPR_INT_T3_D3_10_20",0.9196800000000002,0.0060999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_2","single set of methods",20,50,"UPR_INT_T3_D3_20_50",0.90498,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_2","single set of methods",0,5,"UPR_INT_T3_D1_0_5",1.0881499999999995,0.0127
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_2","single set of methods",5,10,"UPR_INT_T3_D1_5_10",0.5906500000000001,0.011399999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_2","single set of methods",10,20,"UPR_INT_T3_D1_10_20",1.09444,0.0075
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_2","single set of methods",20,50,"UPR_INT_T3_D1_20_50",0.9854600000000002,0.0059
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_2","single set of methods",0,5,"UPR_INT_T3_D0.5_0_5",1.02185,0.0078000000000000005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_2","single set of methods",5,10,"UPR_INT_T3_D0.5_5_10",0.7011500000000005,0.0052
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_2","single set of methods",10,20,"UPR_INT_T3_D0.5_10_20",1.18264,0.0055000000000000005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_2","single set of methods",20,50,"UPR_INT_T3_D0.5_20_50",1.2022400000000002,0.006500000000000001
